[procexp.Sys](drivers/0567c6c4-282f-406f-9369-7f876b899c25/),[075de997497262a9d105afeadaaefc6348b25ce0e0126505c24aa9396c251e85](drivers/0567c6c4-282f-406f-9369-7f876b899c25/),2023-05-06
[GVCIDrv64.sys](drivers/7c83cb1a-a5ab-4ea0-aa69-0e9a1d09a82f/),[42f0b036687cbd7717c9efed6991c00d4e3e7b032dc965a2556c02177dfdad0f](drivers/7c83cb1a-a5ab-4ea0-aa69-0e9a1d09a82f/),2023-01-09
[nscm.sys](drivers/351ff5ca-f07b-4eb6-9300-d5d31514defb/),[76660e91f1ff3cb89630df5af4fe09de6098d09baa66b1a130c89c3c5edd5b22](drivers/351ff5ca-f07b-4eb6-9300-d5d31514defb/),2023-01-09
[nscm.sys](drivers/90afa27c-0f67-46a6-b4a9-809f55157c71/),[28999af32b55ddb7dcfc26376a244aa2fe297233ce7abe4919a1aef2f7e2cee7](drivers/90afa27c-0f67-46a6-b4a9-809f55157c71/),2023-05-06
[SANDRA](drivers/a7628504-9e35-4e42-91f7-0c0a512549f4/),[3e274df646f191d2705c0beaa35eeea84808593c3b333809f13632782e27ad75](drivers/a7628504-9e35-4e42-91f7-0c0a512549f4/),2023-05-06
[kEvP64.sys](drivers/fe2f68e1-e459-4802-9a9a-23bb3c2fd331/),[1aaa9aef39cb3c0a854ecb4ca7d3b213458f302025e0ec5bfbdef973cca9111c](drivers/fe2f68e1-e459-4802-9a9a-23bb3c2fd331/),2023-01-09
[SysInfo.sys](drivers/84ccb68d-ce34-4aa2-98d5-7f473c2e1b07/),[7049f3c939efe76a5556c2a2c04386db51daf61d56b679f4868bb0983c996ebb](drivers/84ccb68d-ce34-4aa2-98d5-7f473c2e1b07/),2023-01-09
[POORTRY2.sys](drivers/618fbf89-f4e3-4b2a-a4b4-cc4bf7c180e0/),[9bb09752cf3a464455422909edef518ac18fe63cf5e1e8d9d6c2e68db62e0c87](drivers/618fbf89-f4e3-4b2a-a4b4-cc4bf7c180e0/),2023-03-04
[speedfan.sys](drivers/137daca4-0d7b-48aa-8574-f7eb6ad02526/),[22be050955347661685a4343c51f11c7811674e030386d2264cd12ecbf544b7c](drivers/137daca4-0d7b-48aa-8574-f7eb6ad02526/),2023-01-09
[LgCoreTemp.sys](drivers/2c3884d3-9e4f-4519-b18b-0969612621bc/),[93b266f38c3c3eaab475d81597abbd7cc07943035068bb6fd670dbbe15de0131](drivers/2c3884d3-9e4f-4519-b18b-0969612621bc/),2023-04-15
[Black.sys](drivers/4b047bb8-c605-4664-baed-25bb70e864a1/),[d5562fb90b0b3deb633ab335bcbd82ce10953466a428b3f27cb5b226b453eaf3](drivers/4b047bb8-c605-4664-baed-25bb70e864a1/),2023-01-09
[viragt64.sys](drivers/a7775cbe-624b-4b04-b74f-969f77c2ac02/),[58a74dceb2022cd8a358b92acd1b48a5e01c524c3b0195d7033e4bd55eff4495](drivers/a7775cbe-624b-4b04-b74f-969f77c2ac02/),2023-01-09
[elbycdio.sys](drivers/855ade1f-8a9e-4c9d-ab8e-d7e409609852/),[eea53103e7a5a55dc1df79797395a2a3e96123ebd71cdd2db4b1be80e7b3f02b](drivers/855ade1f-8a9e-4c9d-ab8e-d7e409609852/),2023-01-09
[atillk64.sys](drivers/61514cbd-6f34-4a3e-a022-9ecbccc16feb/),[5c04c274a708c9a7d993e33be3ea9e6119dc29527a767410dbaf93996f87369a](drivers/61514cbd-6f34-4a3e-a022-9ecbccc16feb/),2023-01-09
[WYProxy64.sys](drivers/f93e88c2-d0e8-4347-869f-efa568955e9d/),[fafa1bb36f0ac34b762a10e9f327dcab2152a6d0b16a19697362d49a31e7f566](drivers/f93e88c2-d0e8-4347-869f-efa568955e9d/),2023-01-09
[PanMonFlt.sys](drivers/cfdc5cb4-be5c-4dcc-a883-825fa72115b4/),[7e0124fcc7c95fdc34408cf154cb41e654dade8b898c71ad587b2090b1da30d7](drivers/cfdc5cb4-be5c-4dcc-a883-825fa72115b4/),2023-01-09
[driver7-x64.sys](drivers/48bc2815-85ec-4436-a51a-69810c8cb171/),[771a8d05f1af6214e0ef0886662be500ee910ab99f0154227067fddcfe08a3dd](drivers/48bc2815-85ec-4436-a51a-69810c8cb171/),2023-01-09
[WinIo64C.sys](drivers/1ed9d02f-17cf-43dd-9645-a54452468a5e/),not available ,2023-01-09
[asio.sys](drivers/2651f5c4-d9e1-4b06-92be-e9e7313f87c4/),[0ee5067ce48883701824c5b1ad91695998916a3702cf8086962fbe58af74b2d6](drivers/2651f5c4-d9e1-4b06-92be-e9e7313f87c4/),2023-05-06
